i,t,m,Aceite Vegetal,Aguacates,Ahí Verde,Ajo,Alimento Infantil,Apio,Arroz,Arvejas,Azúcar,Café Y Té,Carne De Res,Carnes De Puerco,Cebolla,Cereales Y Cremas,Cervezas,Chocolates,Cigarrillo Y Tabaco,Cocos (Pipas),Condimentos,"Culanto, Perejil, Cebollina",Embutidos,Enlatados Y Envasados,Frijoles,Galletas / Pasteles Y Dulces,Gelatinas,Guineos (Bananos),Harina De Trigo,Helados,Huevos De Gallina,Lecha Evaporada,Leche En Polvo,Leche Líquida,Lechuga,Lentejas,Licores Varios,Limones,Mangos,Manteca,Mantequilla,Manzanas,Margarina,Mariscos,Mayonesa,Maíz De Grano,Maíz De Mazorca,Melones,Miel,Naranjas,Otoes,Otros,Pan De Sal Y Pan De Dulce,"Panela, Raspadura, Etc",Papas,Papayas,Pastas Alimenticias,Pastas De Tomate,Pastillas Y Confites,Pepino,Pescados,Picaritas,Piñas,Plátanos Verdes,Pollo O Gallina,Porotos,Preparación De Maíz,Primer otro,Queso (Blanco Y Amarillo),Raspados Y Duros,Remolacha,Repollo,Sal,Sandias,Sardina Y Atún,Segundo otro,"Sodas, Refrescos Y Jugos",Sopa Enlatada,Tercer otro,Tomate,Viscera De Res,Visceras De Pollo O Gallina,Yuca,Zanahoria,Zapallo / Chayote,Ñame
20032612,2003,Veraguas,2.799999952,,0.6999999881,0.25,,0.5,6,,1.350000024,1.799999952,6.599999905,2.5,1.399999976,0.6999999881,,,,,,0.5,,,1.5,,,1,1.399999976,,1.5,1.049999952,8.25,0.6100000143,0.5,1.5,3.200000048,,,,,,,,0.8299999833,,,,,,0.349999994,,7.5,,,,2.5,1.639999986,0.75,0.25,5,1,,,10,3.75,0.75,,3,1,,1.200000048,0.5,,1.649999976,,,1.75,,1,,,0.6000000238,1.5,,
20032613,2003,Veraguas,2.24000001,,0.400000006,0.400000006,,0.25,9,,1.059999943,1.049999952,10.19999981,6.800000191,1,,,,,,0.200000003,,2.849999905,1.350000024,1.139999986,0.9499999881,0.5600000024,1.25,0.6399999857,,1.149999976,1.5,,1.450000048,2,0.8399999738,,,,,,1,0.75,,0.8299999833,,,,,,,,5.650000095,,2,,0.7900000215,2.039999962,,3,,,,0.6999999881,13.5,1.539999962,0.5,,3,,0.25,1.5,0.150000006,,0.8999999762,,1,,,3.5,,,,1.200000048,0.3000000119,1.399999976
20032615,2003,Los Santos,,,,,,0.3000000119,1.5,0.6999999881,1.25,1.200000048,3.599999905,5,0.5,,,,,,,,,,,,,0.1000000015,,,,0.6999999881,5.349999905,,,1.200000048,,,,,,,,,,,,,,,,,0.5,,0.400000006,,,0.6999999881,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,
20032616,2003,Veraguas,0.6000000238,,,,,,4.5,,,,13.60000038,1.5,0.3000000119,,6.25,,,,,1.5,0.9800000191,,,2,0.5699999928,3.75,0.349999994,,1,1.399999976,9.920000076,,,0.6000000238,,0.25,,,,0.75,,3,,,,,,,,,2.5,,0.8000000119,,0.4499999881,0.6999999881,,0.75,1,,,1.5,7,0.8999999762,0.25,,2.450000048,1.25,,,,,,,3.779999971,,,0.6999999881,1.450000048,,0.8999999762,0.25,0.5,0.6000000238
20032617,2003,Veraguas,2.849999905,,0.400000006,0.400000006,,0.150000006,7,,1.600000024,1.799999952,13.19999981,3,0.8999999762,1.049999952,,,,,,0.5,2.5,,0.5,1.299999952,0.6499999762,0.25,0.3000000119,,0.8000000119,2.170000076,5.849999905,1.399999976,0.6000000238,0.6000000238,,,,,,1,,,0.6499999762,,,,,,0.6000000238,,6,,1.200000048,,,1.159999967,,0.25,4,,,,6,1.600000024,,,1.200000048,,,0.4699999988,0.25,,0.8899999857,,3.839999914,0.6999999881,,1.200000048,,,,0.400000006,,
20032618,2003,Veraguas,2.849999905,,0.6000000238,0.5,,0.200000003,6,,1.549999952,0.5899999738,5.400000095,3,0.5,2.630000114,,,,,,0.25,3.140000105,0.5899999738,0.6200000048,1.350000024,0.6200000048,0.400000006,0.5,2.5,0.400000006,2.799999952,5.449999809,1.220000029,0.5,0.5,,,,,,2.5,0.4900000095,,1,,,,,,,,4.75,,1.200000048,,0.9399999976,3.769999981,0.5,0.25,1.5,1.5,,0.3000000119,2,0.8500000238,0.5,,1.299999952,,,0.6999999881,0.25,,2.720000029,,1,,,0.8000000119,1.5,1.080000043,,0.6000000238,,
20032619,2003,Veraguas,0.8899999857,,0.3000000119,1,,0.349999994,7.449999809,0.4499999881,1.5,1.190000057,10.5,7,1,,,,,,0.4900000095,,2.25,0.4499999881,,,,3.75,0.6999999881,,,3.539999962,,1.220000029,0.8999999762,1.559999943,,,,,,,,,1,,,,,,,,5,,0.8000000119,,0.4900000095,0.8399999738,,,,0.8999999762,,,2.700000048,1.600000024,,,7.5,,,,0.3799999952,,2.700000048,,3.150000095,0.6999999881,,,,,,,0.5,
20032620,2003,Veraguas,1.99000001,,0.25,0.5,,,7,,1.350000024,2.25,27,6,1,,2.799999952,,,,0.5,0.25,0.9900000095,,0.4900000095,1,0.4300000072,0.25,0.349999994,,1.200000048,1.24000001,6.989999771,,,0.400000006,,,,,,,,,,,0.25,,,,0.8000000119,,2,,,,0.9399999976,0.9800000191,,,2.400000095,,,,16.20000076,0.6999999881,,,1.289999962,,,,0.4600000083,,0.7599999905,,1.980000019,0.9200000167,,,,,,,0.25,0.5
20032621,2003,Veraguas,2.150000095,,,,,0.5,7.150000095,,1,1.149999976,19.79999924,,0.25,2.099999905,4,,,,0.25,,1.75,,,,,2.25,0.2599999905,,,0.5699999928,,2.440000057,1,1.299999952,,,,,,,0.25,,0.6499999762,,,,,,,,5,,0.8000000119,,,0.6999999881,,,,0.75,,,15,1.399999976,,,2.799999952,1,,,,,,,2.700000048,,,1,,,,0.349999994,,
20032622,2003,Veraguas,5,,0.6000000238,0.75,,0.4499999881,18,,2.5,2.200000048,15.5,12.25,2.799999952,,,,,,,,,,1.5,,,,1.200000048,,,1.139999986,,0.6999999881,,3.25,,,,,,,,,1,,,,,,2,,3.75,,3.5,,1.700000048,2.349999905,,0.6000000238,3.299999952,,,,5.75,4.25,,,,,,,,,1.100000024,,,1.110000014,,1.399999976,,,,0.6000000238,,4
20032623,2003,Veraguas,2.5,,,,,,7.5,,1.5,,6,3.75,0.6999999881,0.5,,,,,,,,,0.5,,,,,,,1.799999952,,,,1.299999952,,,,,,,,,1,,,,,,,,1.5,,0.6999999881,,0.5699999928,2.099999905,,0.200000003,0.8999999762,,,,2.299999952,1.700000048,,,,,,,,,3.920000076,,,1.850000024,,,,,,,,
20032624,2003,Veraguas,2.539999962,,0.6000000238,0.200000003,,0.3000000119,6,,1.5,1.799999952,9.699999809,9.300000191,0.6999999881,0.6999999881,,,,,1,,2.400000095,,1,2,,,0.6000000238,,1,2.150000095,,,,1.299999952,,,,,,,,,1,,,,,,,,2,,1.200000048,,1.49000001,3.619999886,,0.200000003,3.599999905,,,1.200000048,7.400000095,1.700000048,,,0.6000000238,,,,,,4.199999809,,,3.150000095,,,1.399999976,,0.400000006,0.400000006,,0.6999999881
20032625,2003,Veraguas,2.5,,,,,0.4499999881,7.5,,1.5,1.799999952,15.94999981,,1.399999976,1,,,,,,,2.599999905,,1,,,,0.6000000238,2.849999905,1.799999952,3.599999905,,0.6999999881,,1.950000048,,,,,,,0.6999999881,,2,0.5,,,,,,,3.279999971,,1.75,,2.410000086,3.50999999,,0.400000006,,,,1,,2.549999952,,,,0.8000000119,,0.8000000119,,,5.400000095,,,1.110000014,,1.399999976,,,,0.6499999762,0.200000003,
20032626,2003,Veraguas,2.5,,0.6000000238,,,,6,,,1.730000019,8.25,6.25,1.049999952,,,,,,,,,,,,,0.400000006,,,,,2.25,1.830000043,,,,,,,,,,,,,,,,,,,3.920000076,,1.75,,,3.319999933,,,,,,0.6000000238,3.150000095,,,,,,,0.400000006,,,,,,,,1.399999976,,1.5,,,,0.6999999881
20032627,2003,Veraguas,2.5,,0.349999994,,,0.200000003,4.5,,1.350000024,,9.899999619,12,0.6999999881,0.6999999881,,,,,0.4499999881,0.1000000015,1.950000048,,1,,0.75,,0.3000000119,,,2.799999952,,2.099999905,0.6000000238,1.299999952,,,,,,,,,1.049999952,0.25,,,,,,,2.390000105,,0.6000000238,,3.400000095,3.099999905,,,,1.200000048,,0.3000000119,7,1.700000048,,,2.75,0.6999999881,,,,2.5,1.399999976,,4.800000191,1.850000024,,1.399999976,,,,,,
20032628,2003,Veraguas,2.950000048,,0.6000000238,,,,3,,1.5,2.25,8.25,9.600000381,0.6999999881,0.5,15,,,,,,2.950000048,,1,,,,0.3000000119,,1.5,1.799999952,2.450000048,4.199999809,,1.399999976,15,,,,0.5,,,2,1,0.5,1,,,,,,2.099999905,,1.200000048,,1.039999962,1.710000038,,,2.700000048,,,0.6000000238,6,1.600000024,,,0.400000006,,,,,,3,,,,,0.6999999881,,,0.8000000119,,0.200000003,1.299999952
20032629,2003,Veraguas,2.5,,0.6000000238,0.75,,,9,,1.350000024,2.25,16.5,16,0.6999999881,1.5,,,,,0.75,,4.699999809,,1,,0.75,,0.6000000238,,,1.799999952,9.380000114,4.199999809,0.8999999762,1.299999952,,,,,1,,,,2,1.200000048,,,,,,,5.380000114,,1.799999952,,3.400000095,4.480000019,,,4,,,1,9,1.700000048,,,2.75,,0.6000000238,0.8000000119,0.3400000036,,1.799999952,,1.200000048,2.619999886,,4.199999809,,,,1,,2.400000095
20032630,2003,Veraguas,,,0.6000000238,,,0.349999994,,,,,12.35000038,,1.399999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,8,,,,8.649999619,,,,,,,0.400000006,,,,,,,,2,,,,0.6499999762,,
20032631,2003,Veraguas,,,0.400000006,,,,7.5,0.400000006,2.099999905,,14.5,,1.399999976,,,,,,,,,,,,0.6200000048,,1.200000048,3.299999952,1.149999976,5,,2.099999905,1.299999952,1.799999952,,,,,1.899999976,,,6,,0.6000000238,2.5,,,,,,4.550000191,,1.799999952,2,,,,,6.25,0.8999999762,1.25,0.6999999881,9.25,1.700000048,,,,,,1.350000024,,3.5,,,,,,2.099999905,,2,,1,,1.399999976
20032632,2003,Veraguas,,,,,,,,,0.6000000238,0.3000000119,,,,,,,,,,,0.6999999881,,,,,0.200000003,,,,,,,,,,,,0.6000000238,,,,,,,,,,,0.200000003,,0.5,0.75,1,,,,,,1,,,0.5,,,,,,,,,0.1000000015,,,,,,,,,,,,1,
20032633,2003,Veraguas,,,,,,,0.8999999762,,0.3000000119,,,,,,,,,,,,,,0.5,,,0.5,,,1.25,,,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,2,0.75,,,,,,,,,,,,,,,,,,,,
20032634,2003,Veraguas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20032635,2003,Veraguas,2.25,,,0.400000006,,,1.5,,1.25,2.599999905,,3.599999905,0.5,2.140000105,,,,,0.1000000015,,1,,,1.080000043,2.289999962,0.25,,2.480000019,1,3,,1.799999952,0.6999999881,,,,,,,0.6000000238,1,,,,,,,,,,1.200000048,,,,,0.6399999857,,,1.5,,,0.3000000119,,,1.25,,0.75,,,0.25,0.1899999976,,,,1.5,,,0.6000000238,,,,0.400000006,,
20032636,2003,Veraguas,4.570000172,,3,0.349999994,,0.349999994,3.599999905,0.8999999762,3,4.230000019,11.35000038,12.35000038,0.8000000119,9.850000381,,0.8500000238,,,2.210000038,0.5,14,7.079999924,1.5,6.400000095,3.430000067,0.3000000119,1.75,2.480000019,2,6.400000095,2.319999933,2.099999905,3.900000095,3.650000095,6.800000191,,,,1.850000024,2,0.8000000119,4.199999809,1.289999962,,1,,,0.5,,,4.650000095,,1.600000024,,4.739999771,3.359999895,,0.400000006,5.25,3.970000029,,0.6000000238,5.349999905,2.410000086,2,,,,0.349999994,1.200000048,0.1599999964,,2.75999999,,11.15999985,6.699999809,,4.550000191,,1.600000024,0.5,0.6999999881,1.200000048,1.399999976
20032637,2003,Veraguas,2.890000105,,2.329999924,,,0.3899999857,3.599999905,0.3799999952,3.700000048,4.409999847,5,3.059999943,0.8600000143,13.43000031,,1.669999957,,,1.5,,10.64000034,12.88000011,0.5,4.679999828,1.409999967,,1.600000024,1.899999976,2,1.799999952,5.25,1.399999976,1.399999976,0.4799999893,,,,,1.679999948,3,0.9800000191,,2.5,0.200000003,0.6000000238,,,,,,8.649999619,,3.599999905,,7.440000057,6.050000191,,0.3000000119,,,,,4.590000153,0.7300000191,5,,4.599999905,,0.8000000119,0.5600000024,0.1899999976,,3.5,,7.300000191,3.599999905,,0.9800000191,,1.580000043,1,1.649999976,0.6999999881,
20032638,2003,Veraguas,3.400000095,,0.2899999917,0.3899999857,,0.2700000107,9.239999771,,2.890000105,5.869999886,17.42000008,5.489999771,3,7.78000021,,4.019999981,,,1.370000005,,12.52000046,1.450000048,0.5,3.289999962,1.529999971,1,4.559999943,,3.450000048,5.900000095,4.980000019,2.440000057,0.8999999762,0.7300000191,,,,,1.75,2,,,,,0.5,,,,0.8999999762,,5.5,,1.450000048,,,0.8799999952,,0.4699999988,6.25,5.71999979,,1,8.430000305,2.400000095,3,,3.529999971,,,0.7799999714,0.1599999964,,4.599999905,,11.67000008,1.350000024,,1.179999948,,,,1.120000005,1.200000048,
20032639,2003,Veraguas,2.450000048,,,0.5,,0.349999994,9,0.5,1.5,2.650000095,8,5.099999905,0.6000000238,1.539999962,,1.75,,,0.8999999762,,2,4.300000191,1.5,0.5,,0.5,1.75,2.400000095,1.399999976,2.799999952,,,2.700000048,1.5,26,0.6000000238,,,0.6000000238,1.200000048,0.25,4,0.6000000238,0.3000000119,0.75,,,,,,2.450000048,,3,,2,2.799999952,,0.6000000238,2.400000095,1.5,,0.5,9.199999809,2.400000095,0.6000000238,,1.600000024,,,0.5,0.25,,3.5,,3.5,2.450000048,,3.5,2,,1,0.6000000238,,
2003264,2003,Veraguas,,,,,,,,0.5,,3,2.599999905,,,3,,,0.5,,,,,,0.5,1,,,0.5,,,,10.30000019,,,0.5,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,0.200000003,,0.8500000238,0.5,,,0.8000000119,,,,,,,1.25,,,,,,,,,
20032640,2003,Veraguas,3.99000001,,3.119999886,0.349999994,,0.200000003,7.199999809,0.349999994,1.799999952,2.519999981,18.70000076,7.800000191,1.799999952,5.710000038,,1.159999967,,,2,,5.630000114,1.779999971,,1.25,1.960000038,1,1.600000024,2.099999905,2.940000057,8.81000042,4.989999771,9.149999619,0.75,1,,,,,1.299999952,1,1.25,3,1.289999962,,1,,,1,1.399999976,,6.25,,1.600000024,,2.599999905,2.24000001,,0.400000006,6.5,0.9800000191,,1.5,10,1.299999952,0.400000006,,4.369999886,,,,,,4.190000057,,17.68000031,,,2,3.700000048,2.400000095,0.4499999881,0.8000000119,,2
20032641,2003,Veraguas,1.850000024,,1.5,0.3899999857,,0.2700000107,3.75999999,,3.059999943,2.890000105,21,9.539999962,1.5,5.659999847,,0.9499999881,,,2.660000086,,4.150000095,8.090000153,1.200000048,7.239999771,,0.6000000238,0.9599999785,2.480000019,1.190000057,4.409999847,5.239999771,4.199999809,1.399999976,1.5,,,,,,1.799999952,0.9800000191,,0.8299999833,,1,,,0.5,,,3.299999952,,1.600000024,,2.950000048,1.789999962,,,9.25,,,0.349999994,8.180000305,2.400000095,,,5.449999809,,,1.169999957,0.1899999976,,3.839999914,,10.61999989,7.590000153,,2.849999905,2.5,,0.8000000119,1.5,,
20032642,2003,Veraguas,2.099999905,,,0.25,0.8999999762,0.2700000107,4.5,,1,,5,1.649999976,0.5,,,,,,1.149999976,,1.799999952,2.299999952,,1,0.6800000072,1,0.3199999928,,0.9800000191,1.159999967,6.25,0.6100000143,,0.4300000072,,,,,,1,0.25,,1.350000024,,,,,0.5,,,1.049999952,,0.7900000215,,0.8899999857,1.169999957,,0.400000006,,0.75,,0.5,3.170000076,1,,,1,,,0.25,0.1899999976,,1.549999952,,1,0.6899999976,,,,,,0.5,,
20032643,2003,Veraguas,1.350000024,,,0.150000006,,,12,,0.8999999762,,,5,1.200000048,,3,,1.200000048,,0.150000006,,1,,2,0.75,,1,0.6999999881,,0.3000000119,,,,0.3600000143,1.5,6,,,1.5,,,0.5,,,,,,,,,,,1.200000048,0.5,,1,1.039999962,0.5,,,0.400000006,,,1,0.6999999881,2,,,,,,0.25,,,,,,,0.5,1,,10,,,
20032644,2003,Veraguas,2.700000048,,,0.25,,0.5,7.5,,1.799999952,0.6000000238,6.75,,1.5,3.200000048,,0.5,,,0.3000000119,,5.5,,2,2,0.8999999762,,1.049999952,,,0.349999994,2.299999952,,0.6999999881,1,,,,,,1,0.6000000238,,1.100000024,2.400000095,0.5,1,,,4,,4,2,2.5,,1,0.9800000191,,1.200000048,6,0.5,1,2.019999981,,,1,,2.25,,,1,0.5,,1,,6,1.700000048,,0.6999999881,1.5,,,0.8000000119,2,
20032645,2003,Veraguas,2.25,,0.400000006,0.349999994,,0.3000000119,8.399999619,0.6999999881,1.080000043,2.25,5.900000095,,1,1.200000048,,,,,,,1,,1,,,0.5,0.349999994,,,2.099999905,2.299999952,1.399999976,,1.200000048,,,,,0.25,,,,,4,,,,,,,1.200000048,,,,1,0.6999999881,,,2,,,1,3,1.600000024,,,,,,,0.5,,1,,,0.6999999881,,1,1.25,,0.3000000119,0.6999999881,0.400000006,
20032646,2003,Veraguas,,,0.5,0.6000000238,,,7.25,,0.8100000024,1.5,3.099999905,,1,,,,,,,,,,2.5,,,,1.399999976,,,,,,,1.799999952,,,,,0.5,,,,,,,,,,,,,,,,,1.049999952,,,,,,0.3000000119,,4.800000191,,,,,,,0.5,,2.700000048,,,,,,,,,,,2.400000095
20032648,2003,Veraguas,2.890000105,,0.5,0.5,,,7.25,,1.350000024,1.799999952,6.800000191,4.800000191,1.649999976,1.190000057,2.880000114,,,,,,,,1.5,,,0.75,1.049999952,,1,2.099999905,5.349999905,,,1.799999952,,,,,0.5,1.5,,,,0.6000000238,,,,,,,4.5,,1.75,,1.399999976,1.970000029,,0.400000006,3,,,3,15,2.25,1.25,,1.5,,,,0.5,,2.700000048,,1.850000024,,,,,,,,,2.400000095
20032649,2003,Veraguas,,,,,,,7.25,,0.5400000215,,,,1.100000024,,,,,,,,,,3,3,,0.400000006,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3.75,,,,,,0.5,,,,2.5,,,,,,,,,
2003265,2003,Veraguas,,,,,,,1.5,,,,4.949999809,2,0.5,0.5500000119,,,,,,,0.8000000119,,0.5,1,,,,,,,4.699999809,,,1.200000048,,,,,,,,,,,,,,,,,0.5,,0.5,,,0.5500000119,,,1.200000048,,,1,,0.75,,,4.199999809,0.5,,,0.25,,,,1.25,,,0.6000000238,,,,,,1.100000024
20032650,2003,Veraguas,1.99000001,,,,,0.150000006,,,1.080000043,1.799999952,5.900000095,,0.5500000119,1.190000057,,,,,,,,,0.5,,4.449999809,,1,1.649999976,1.200000048,2.099999905,,1.299999952,,0.5,,,,,0.5,,,,,,,,,,,,4.5,,,,,2.349999905,,0.8000000119,1.5,,,2.400000095,6,0.75,0.5,,,,,,0.5,,0.8999999762,,0.6100000143,0.6999999881,,,,,,,,
20032651,2003,Veraguas,4.599999905,,,1,,,5.400000095,,2.700000048,2.25,16.25,2,1,,,,,,,,6.5,,1,,,,0.6999999881,,,2.099999905,,,,1.799999952,,,,,,1,,,,,,,,,,,0.200000003,,1.5,,,,,,10,,,0.5,16,2.849999905,0.5,,1.200000048,,,,,,2.400000095,,3.599999905,0.6999999881,,1,,,,,,4.800000191
20032652,2003,Veraguas,2.49000001,,,0.5500000119,,0.6000000238,7.25,,1.350000024,,6.800000191,8,0.5,1.190000057,2.579999924,,,,,,,,1,,0.6200000048,0.5,1.399999976,,,1.049999952,,0.6499999762,0.6000000238,1.200000048,,,,,0.5,,,,,,,,,,,,7.5,,0.6999999881,,1,2.450000048,,0.400000006,2.400000095,,,0.75,8,1.5,0.75,,,,,,0.25,,1.5,,1.25,0.6999999881,,,,,,,,1.600000024
20032653,2003,Veraguas,2.25,,,,,,,,6.75,2.25,,,1.200000048,,,,,,,,,,,,,,,,1.200000048,,,,,,,,,,,,,,,,,,,,,,4.5,,,,1,0.6999999881,,,,,,,,,0.75,,,,,,0.25,,,,,0.6999999881,,,,,,,,1
20032654,2003,Veraguas,0.75,,,,,,3,,0.5,2.589999914,4.579999924,,0.3000000119,1.75,,,,,,,,,,,,0.1000000015,,,,,8.25,,,1,,,,,0.25,,,,,,,,,,,,4.5,,1,,,3.75,,,,0.3000000119,,0.400000006,2.099999905,,,,0.5,,,,0.25,,,,0.9900000095,,,,,,,0.6000000238,,
20032655,2003,Veraguas,1.5,,,0.3000000119,,,3.599999905,,1.350000024,6,16.10000038,21,1,,,,,,,,,,,,,3,1.399999976,,2,1.399999976,,0.6499999762,,0.6000000238,,,,,0.75,,,,,,,,,,,,5,,,,,3.099999905,,0.200000003,1.799999952,,,1.5,13,1.799999952,0.75,,,0.3000000119,,,0.5,,,,2.400000095,0.6999999881,,,,,,,,
20032656,2003,Veraguas,0.8500000238,,,0.25,,,,0.6000000238,1.200000048,1.100000024,,,0.5,0.400000006,,,,,0.8000000119,,,,1,1,,,,,,1.399999976,,,,0.5,,,,,,,0.5,,,,0.5,,,,,,0.25,,,,0.400000006,,,0.3000000119,,0.400000006,,,2.5,,0.75,,0.6000000238,,,,0.200000003,,0.5,,1.200000048,1.049999952,,1,,0.5,,,,
20032657,2003,Veraguas,1.350000024,,,,,,28.79999924,,0.8999999762,2,5,,,0.5,,,,,0.200000003,,0.5,,,0.3000000119,,0.5,,2,,,,,,,,,,,,,0.5,,,13,,,,,,,1,,,,,,0.150000006,,4,0.25,,4.5,,,,,,,,,0.400000006,,2,,,,,,,,0.25,,,
20032658,2003,Veraguas,,,,,,0.400000006,,,4.510000229,,,,,1.279999971,,,,,,,,,,,1.919999957,,,,,,,7.5,2,,,,,,,1.799999952,,,,,,,,,,,,,2,,,,,,,,1.5,,,,,,3,,0.75,,,,,,,,,,,,,,,
20032659,2003,Herrera,1.5,,0.5,0.6000000238,,0.400000006,3,,1.5,1.950000048,,25,1.5,2,,,,,0.6000000238,,1.5,1.74000001,1,1.5,0.6200000048,1,0.6000000238,1.549999952,,1.200000048,,,1.799999952,0.6000000238,,,,,,1,0.5600000024,,,,,0.6000000238,,,,,4.400000095,,0.8999999762,,1.5,1.610000014,,,10,0.4499999881,1.5,,3.920000076,,1.25,,,0.3000000119,0.6000000238,1.5,0.25,,,,2.24000001,0.6999999881,,0.8000000119,,,,2.5,,
2003266,2003,Veraguas,1.299999952,,,,,,1.5,0.6000000238,0.5,1.200000048,3,,0.5,,,,,,,,,,0.5,,,0.5,0.5,,,2.099999905,,1.24000001,,0.5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,8,0.8000000119,0.5,,,,,,0.25,,,,,1.399999976,,,,,,1.200000048,,
20032660,2003,Herrera,4.199999809,,0.5,0.4199999869,,0.4199999869,3,,,2.25,13.80000019,3,0.5,3.00999999,,,,,0.4499999881,,4.090000153,1.75,0.5,1.100000024,2.700000048,,,,,1.049999952,2.880000114,4.269999981,,0.6000000238,,,,,0.8000000119,1,,4.5,,,,,,,,,2.099999905,,0.6000000238,,0.5,0.9100000262,,,12,,,0.400000006,,0.8000000119,1,3.650000095,2.25,,,,0.25,,,,3.230000019,0.6999999881,,1.879999995,,,,0.5,,
20032661,2003,Herrera,1.5,,,0.200000003,,,9,,0.75,2.25,1.799999952,,0.5,,,,,,0.25,,0.75,,0.5,,,,0.6000000238,,,,,,,0.6000000238,,,,,,,,,,,,,,,,,0.9499999881,,,,0.5,0.5799999833,0.1000000015,,2.150000095,0.6000000238,,,2.25,0.8000000119,0.75,,,0.5,,,0.25,,1.350000024,,,0.6999999881,,,,,,,,
20032662,2003,Veraguas,,,,,,,4.949999809,,1.200000048,1.200000048,,,0.6000000238,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2.400000095,,,,,,,,,,,
20032663,2003,Veraguas,0.8999999762,,,,,,6.599999905,,1.5,1.200000048,,,0.6000000238,,,,,,0.200000003,,,,,,,,,,,0.6999999881,,,,,,,,,,,,,,,,,,,,,,,,,1.100000024,0.6999999881,,,,,,,,,,,,,,,1.25,,,,,1.049999952,,,,,,,,
20032664,2003,Veraguas,,,,,,,,,2.099999905,1.299999952,,,,,,,,,0.3000000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6399999857,,,,,,,,,,,,,,,0.5,,,,,1.049999952,,,,,,,,
20032665,2003,Veraguas,,,,,,,,,3,1.299999952,,,1.200000048,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2,,,,,,,,,,,
20032666,2003,Veraguas,0.8999999762,,,,,,4.5,,,1.200000048,,,0.6000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.6999999881,,,,,,,,
20032667,2003,Veraguas,,,,,,,4.949999809,,2.099999905,2,,,,,,,,,,,,,2,,,,,,,,,,,1.200000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000000119,,,,,,,0.5,,,,,,,,,,,,,
20032668,2003,Veraguas,0.8999999762,,,,,,6,,3,1.200000048,,,0.6000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.200000048,,,1.049999952,,,,,,,,
20032669,2003,Veraguas,,,,,,,,,2.400000095,1.5,,,0.6000000238,,,,,,0.25,,,,,,,,,,,,,,,0.6000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,
2003267,2003,Veraguas,1.350000024,,0.400000006,,,,6,,0.25,1,,2.5,0.5,,2,,,,0.200000003,,1.049999952,,0.5,1.100000024,,0.200000003,0.349999994,,1.5,0.6999999881,5,,,1.5,,,,,,,,,,,,,,,,,0.5,,1,,,,,,,0.3000000119,,0.5,3,0.8500000238,0.25,,0.400000006,0.5,,,0.5,,,,1.25,1.049999952,,1,,,,,,
20032671,2003,Veraguas,,,,,,,3.299999952,,2.099999905,1.5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,
20032672,2003,Veraguas,,,,,,,,,3,1.600000024,,,,,,,,,,,,,1.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,1,,,,,,,,,,,,,
20032673,2003,Herrera,1.110000014,,,0.400000006,,0.25,6,0.4499999881,1.5,0.5500000119,5.699999809,,1,2,,,,,0.5,,2.450000048,1.5,,1.100000024,0.8999999762,1.200000048,,1.5,,1.75,,1.220000029,0.6000000238,1.200000048,,,,,,1.75,0.5600000024,3,0.9499999881,,,,,,,,1.950000048,,1.799999952,,2.5,1.74000001,,,6.25,0.4499999881,,2,8,0.8000000119,0.75,,2.5,,,,0.25,,1.799999952,,5.849999905,0.6999999881,,1.399999976,,,,,,
20032674,2003,Veraguas,1.49000001,,,0.75,,,6,0.349999994,1.25,1.5,11,,0.6999999881,0.3000000119,,,,,0.5,,,,0.5,,,,,,,1.710000038,,0.6999999881,,0.6000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,0.25,,,,,,,,,,,,,1.200000048
